Column1,ProceedingsTitle,Proceedings,Vol_Number,Year,persistent_url
31381,"Proceedings of the 2nd Workshop on Linked Data Quality co-located with 12th Extended Semantic Web Conference (ESWC 2015), Portorož, Slovenia, June 1, 2015.",CEUR Workshop Proceedings,1376,2015,https://dblp.org/db/conf/esws/ldq2015.html
31408,"Proceedings of the First DIACHRON Workshop on Managing the Evolution and Preservation of the Data Web co-located with 12th European Semantic Web Conference (ESWC 2015), Portorož, Slovenia, May 31, 2015.",CEUR Workshop Proceedings,1377,2015,https://dblp.org/db/conf/esws/diachron2015.html
31435,"Proceedings of the 9th Alberto Mendelzon International Workshop on Foundations of Data Management, Lima, Peru, May 6 - 8, 2015.",CEUR Workshop Proceedings,1378,2015,https://dblp.org/db/conf/amw/amw2015.html
31462,"Actes des / Proceedings of 15es Journées francophones d'informatique médicale co-organisées avec / co-located with 2e Congrès National d'Informatique Médicale (CNIM 2014), Fes, Morocco, June 12th-13th, 2014.",CEUR Workshop Proceedings,1379,2015,https://dblp.org/db/conf/jfim/jfim2014.html
31489,"Proceedings of the 1st Workshop on Large-scale and Model-based Interactive Systems: Approaches and Challenges, LMIS 2015, co-located with 7th ACM SIGCHI Symposium on Engineering Interactive Computing Systems (EICS 2015), Duisburg, Germany, June 23, 2015.",CEUR Workshop Proceedings,1380,2015,https://dblp.org/db/conf/eics/lmis2015.html
31516,"Proceedings of the CAiSE-2015 Industry Track co-located with 27th Conference on Advanced Information Systems Engineering (CAiSE 2015), Stockholm, Sweden, June 11, 2015.",CEUR Workshop Proceedings,1381,2015,https://dblp.org/db/conf/caise/caiseit2015.html
31543,"Proceedings of the 16th Workshop ""From Objects to Agents"", Naples, Italy, June 17-19, 2015.",CEUR Workshop Proceedings,1382,2015,https://dblp.org/db/conf/woa/woa2015.html
31570,"Proceedings of the Industry Track at the International Semantic Web Conference 2014 Co-located with the 13th International Semantic Web Conference (ISWC 2014), Riva del Garda, Italy, October 19-23, 2014.",CEUR Workshop Proceedings,1383,2015,https://dblp.org/db/conf/semweb/iswc2014it.html
31597,"Proceedings of the First Workshop on Mining Scientific Papers: Computational Linguistics and Bibliometrics co-located with 15th International Society of Scientometrics and Informetrics Conference (ISSI 2015), Istanbul, Turkey, June 29, 2015.",CEUR Workshop Proceedings,1384,2015,https://dblp.org/db/conf/issi/clbib2015.html
31624,"Proceedings of the First Workshop on Formal Methods in Software Engineering Education and Training, FMSEE&amp;T 2015, co-located with 20th International Symposium on Formal Methods (FM 2015), Oslo, Norway, June 23, 2015.",CEUR Workshop Proceedings,1385,2015,https://dblp.org/db/conf/fm/fmseet2015.html
31651,"Proceedings of the Workshop on NLP Applications: Completing the Puzzle, WNACP 2015, co-located with the 20th International Conference on Applications of Natural Language to Information Systems (NLDB 2015), Passau, Germany, June 17-19, 2015.",CEUR Workshop Proceedings,1386,2015,https://dblp.org/db/conf/nldb/wnacp2015.html
31678,"Informal Proceedings of the 4th International Workshop on OWL Reasoner Evaluation (ORE-2015) co-located with the 28th International Workshop on Description Logics (DL 2015), Athens, Greece, June 6, 2015.",CEUR Workshop Proceedings,1387,2015,https://dblp.org/db/conf/ore/ore2015.html
31705,"Posters, Demos, Late-breaking Results and Workshop Proceedings of the 23rd Conference on User Modeling, Adaptation, and Personalization (UMAP 2015), Dublin, Ireland, June 29 - July 3, 2015.",CEUR Workshop Proceedings,1388,2015,https://dblp.org/db/conf/um/umap2015w.html
31732,"Proceedings of the 4th International Workshop on Artificial Intelligence and Assistive Medicine co-located with the 15th Conference on Artificial Intelligence in Medicine (AIME 2015), Pavia, Italy, June 20, 2015.",CEUR Workshop Proceedings,1389,2015,https://dblp.org/db/conf/aime/aiam2015.html
31759,"Proceedings of the VISCERAL Anatomy3 Organ Segmentation Challenge co-located with IEEE International Symposium on Biomedical Imaging (ISBI 2015), Brooklyn, NY, USA, April 16, 2015.",CEUR Workshop Proceedings,1390,2015,https://dblp.org/db/conf/isbi/visceral2015.html
31786,"Working Notes of CLEF 2015 - Conference and Labs of the Evaluation forum, Toulouse, France, September 8-11, 2015.",CEUR Workshop Proceedings,1391,2015,https://dblp.org/db/conf/clef/clef2015w.html
31813,"Proceedings of the 2nd International Workshop on Mining Urban Data co-located with 32nd International Conference on Machine Learning (ICML 2015), Lille, France, July 11th, 2015.",CEUR Workshop Proceedings,1392,2015,https://dblp.org/db/conf/icml/mud2015.html
31840,"Proceedings of the First International Workshop on Graph Search and Beyond, GSB 2015, co-located with The 38th Annual SIGIR Conference (SIGIR'15), Santiago, Chile, August 13th, 2015.",CEUR Workshop Proceedings,1393,2015,https://dblp.org/db/conf/sigir/gsb2015.html
31867,"Proceedings 2st Congreso de la Sociedad Española para las Ciencias del Videojuego, Barcelona, Spain, June 24, 2015.",CEUR Workshop Proceedings,1394,2015,https://dblp.org/db/conf/cosecivi/cosecivi2015.html
31894,"Proceedings of the the 5th Workshop on Making Sense of Microposts co-located with the 24th International World Wide Web Conference (WWW 2015), Florence, Italy, May 18th, 2015.",CEUR Workshop Proceedings,1395,2015,https://dblp.org/db/conf/msm/msm2015.html
31921,"Proceedings of the 4th International Workshop on Bidirectional Transformations co-located with Software Technologies: Applications and Foundations, STAF 2015, L'Aquila, Italy, July 24, 2015.",CEUR Workshop Proceedings,1396,2015,https://dblp.org/db/conf/staf/bx2015.html
31948,"Proceedings of TASS 2015: Workshop on Sentiment Analysis at SEPLN co-located with 31st SEPLN Conference (SEPLN 2015), Alicante, Spain, September 15, 2015.",CEUR Workshop Proceedings,1397,2015,https://dblp.org/db/conf/sepln/tass2015.html
31975,"Proceedings of the 1st International Workshop on Social Influence Analysis, SocInf 2015, co-located with 24th International Joint Conference on Artificial Intelligence (IJCAI 2015), Buenos Aires, Argentina, July 27, 2015.",CEUR Workshop Proceedings,1398,2015,https://dblp.org/db/conf/ijcai/socinf2015.html
32002,"Proceedings of the First Conference on Biographical Data in a Digital World 2015, Amsterdam, The Netherlands, April 9, 2015.",CEUR Workshop Proceedings,1399,2015,https://dblp.org/db/conf/bd/bd2015.html
32029,"Proceedings of the Projects Showcase, part of the Software Technologies: Applications and Foundations 2015 federation of conferences (STAF 2015), L'Aquila, Italy, July 22, 2015.",CEUR Workshop Proceedings,1400,2015,https://dblp.org/db/conf/staf/ps2015.html
32056,"Joint Proceedings of the 6th International Workshop on the Foundations, Technologies and Applications of the Geospatial Web, TC 2014, and 7th International Workshop on Semantic Sensor Networks, SSN 2014, co-located with 13th International Semantic Web Conference (ISWC 2014), Riva del Garda, Trentino, Italy, October 20, 2014.",CEUR Workshop Proceedings,1401,2015,https://dblp.org/db/conf/semweb/tc-ssn2014.html
32083,"Proceedings of the Eighth International i*Workshop, iStar 2015, in conjunction with the 23rd International Requirements Engineering Conference (RE 2015), Ottawa, Canada, August 24-25, 2015.",CEUR Workshop Proceedings,1402,2015,https://dblp.org/db/conf/istar/istar2015.html
32110,"Proceedings of the 6th International Workshop on Graph Computation Models co-located with the 8th International Conference on Graph Transformation (ICGT 2015) part of the Software Technologies: Applications and Foundations (STAF 2015) federation of conferences, L'Aquila, Italy, July 20, 2015.",CEUR Workshop Proceedings,1403,2015,https://dblp.org/db/conf/gg/gcm2015.html
32137,"Proceedings of the 6th Italian Information Retrieval Workshop, Cagliari, Italy, May 25-26, 2015.",CEUR Workshop Proceedings,1404,2015,https://dblp.org/db/conf/iir/iir2015.html
32164,"Proceedings of the Workshop on Location-Aware Recommendations, LocalRec 2015, co-located with the 9th ACM Conference on Recommender Systems (RecSys 2015), Vienna, Austria, September 19, 2015.",CEUR Workshop Proceedings,1405,2015,https://dblp.org/db/conf/recsys/localrec2015.html
32191,"Proceedings of the 3rd Workshop on Scalable Model Driven Engineering part of the Software Technologies: Applications and Foundations (STAF 2015) federation of conferences, L'Aquila, Italy, July 23, 2015.",CEUR Workshop Proceedings,1406,2015,https://dblp.org/db/conf/staf/bigmde2015.html
32218,"Proceedings of the First International Workshop on AI and Feedback, AInF 2015, co-located with the 24th International Joint Conference on Artificial Intelligence (IJCAI 2015), Buenos Aires, Argentina, July 26, 2015.",CEUR Workshop Proceedings,1407,2015,https://dblp.org/db/conf/ijcai/ainf2015.html
32269,"Proceedings of the Workshop on Linked Data on the Web, LDOW 2015, co-located with the 24th International World Wide Web Conference (WWW 2015), Florence, Italy, May 19th, 2015.",CEUR Workshop Proceedings,1409,2015,https://dblp.org/db/conf/www/ldow2015.html
32296,"Proceedings of the Workshop on Interactions between Data Mining and Natural Language Processing, DMNLP 2015, co-located with European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML PKDD 2015), Porto, Portugal, September 07, 2015.",CEUR Workshop Proceedings,1410,2015,https://dblp.org/db/conf/pkdd/dmnlp2015.html
32347,"Proceedings of the Workshop on Bridging the Gap between Human and Automated Reasoning - A workshop of the 25th International Conference on Automated Deduction (CADE-25), Berlin, Germany, August 1, 2015.",CEUR Workshop Proceedings,1412,2015,https://dblp.org/db/conf/cade/bridging2015.html
32374,"Proceedings of the 2nd International Workshop on Probabilistic Logic Programming co-located with 31st International Conference on Logic Programming (ICLP 2015), Cork, Ireland, August 31st, 2015.",CEUR Workshop Proceedings,1413,2015,https://dblp.org/db/conf/iclp/plp2015.html
32401,"Proceeedings of the Workshops of the IWEI 2015 Conference co-located with the 6th International IFIP Working Conference on Enterprise Interoperability IWEI 2015, Nîmes, France, May 27, 2015.",CEUR Workshop Proceedings,1414,2015,https://dblp.org/db/conf/ifip5-8/iwei2015w.html
32428,"Proceedings of the CAiSE'2015 Doctoral Consortium at the 27th International Conference on Advanced Information Systems Engineering (CAiSE 2015), Stockholm, Sweden, June 11-12, 2015.",CEUR Workshop Proceedings,1415,2015,https://dblp.org/db/conf/caise/dc2015.html
32455,"Proceedings of the Fourth International Workshop on Requirements Engineering for Sustainable Systems, RE4SuSy 2015, co-located with the 23rd IEEE International Requirements Engineering Conference (RE 2015), Ottawa, Canada, August 24, 2015.",CEUR Workshop Proceedings,1416,2015,https://dblp.org/db/conf/re/re4susy2015.html
32482,"Proceedings of the RuleML 2015 Challenge, the Special Track on Rule-based Recommender Systems for the Web of Data, the Special Industry Track and the RuleML 2015 Doctoral Consortium hosted by the 9th International Web Rule Symposium (RuleML 2015), Berlin, Germany, August 2-5, 2015.",CEUR Workshop Proceedings,1417,2015,https://dblp.org/db/conf/ruleml/ruleml2015c.html
32509,"Proceedings of the BPM Demo Session 2015 Co-located with the 13th International Conference on Business Process Management (BPM 2015), Innsbruck, Austria, September 2, 2015.",CEUR Workshop Proceedings,1418,2015,https://dblp.org/db/conf/bpm/bpmd2015.html
32536,"Proceedings of the EuroAsianPacific Joint Conference on Cognitive Science / 4th European Conference on Cognitive Science / 11th International Conference on Cognitive Science, Torino, Italy, September 25-27, 2015.",CEUR Workshop Proceedings,1419,2015,https://dblp.org/db/conf/eapcogsci/eapcogsci2015.html
32563,"Joint Proceedings of the BIR 2015 Workshops and Doctoral Consortium co-located with 14th International Conference on Perspectives in Business Informatics Research (BIR 2015), Tartu, Estonia, August 26-28, 2015.",CEUR Workshop Proceedings,1420,2015,https://dblp.org/db/conf/bir/bir2015w.html
32590,"Proceedings of the International Workshop on Social Personalisation &amp; Search, SPS 2015, co-located with the 38th Annual ACM SIGIR Conference (SIGIR 2015), Santiago de Chile, Chile, August 9-13, 2015.",CEUR Workshop Proceedings,1421,2015,https://dblp.org/db/conf/sigir/sps2015.html
32617,"Proceedings ITAT 2015: Information Technologies - Applications and Theory, Slovensky Raj, Slovakia, September 17-21, 2015.",CEUR Workshop Proceedings,1422,2015,https://dblp.org/db/conf/itat/itat2015.html
32644,"Proceedings of the International Workshop on Defeasible and Ampliative Reasoning, DARe 2015, co-located with the 24th International Joint Conference on Artificial Intelligence (IJCAI 2015), Buenos Aires, Argentina, July 27, 2015.",CEUR Workshop Proceedings,1423,2015,https://dblp.org/db/conf/ijcai/dare2015.html
32671,"Proceedings of the Workshop on Fuzzy Logic in AI, FLinAI 2015, co-located with the 24th International Joint Conference on Artificial Intelligence (IJCAI 2015), Buenos Aires, Argentina, July 25, 2015.",CEUR Workshop Proceedings,1424,2015,https://dblp.org/db/conf/ijcai/flinai2015.html
32698,"Proceedings of the 1st International Workshop on Advanced Analytics and Learning on Temporal Data, AALTD 2015, co-located with The European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML PKDD 2015), Porto, Portugal, September 11, 2015.",CEUR Workshop Proceedings,1425,2015,https://dblp.org/db/conf/pkdd/aaltd2015.html
32725,"Proceedings of the 6th International Workshop on Consuming Linked Data co-located with 14th International Semantic Web Conference (ISWC 2105), Bethlehem, Pennsylvania, USA, October 12th, 2015.",CEUR Workshop Proceedings,1426,2015,https://dblp.org/db/conf/semweb/cold2015.html
32776,"Proceedings of International Workshop on Biomedical Data Mining, Modeling, and Semantic Integration: A Promising Approach to Solving Unmet Medical Needs (BDM2I2015) co-located with The 14th International Semantic Web Conference (ISWC 2015), Bethlehem, United States, October 11th, 2015.",CEUR Workshop Proceedings,1428,2015,https://dblp.org/db/conf/semweb/bdm2i2015.html
