Column1,fromLine,toLine,valid,url,acronym,title,loctime,tdtitle,volname,editors,submittedBy,published,year,pubDate,number,urn,archive,desc,h1,volume_number,ceurpubdate,voltitle,homepage,h3,colocated,vol_number
44,92728,92763,1,http://ceur-ws.org/Vol-45/,KRDB'01,Proceedings of the,,"Proceedings of the 8th Intl. Workshop on Knowledge Representation meets Databases (KRDB'2001), Rome, Italy, September 15, 2001.",Knowledge Representation meets Databases 2001,"Maurizio Lenzerini, Daniele Nardi, Werner Nutt, Dan Suciu",Werner Nutt,2001/10/22,,2001/10/22 0:00,45,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-45.zip,KRDB'01,Proceedings of the,,,,,"Edited by: Maurizio Lenzerini, Università di Roma ``La Sapienza'', Rome, Italy ( lenzerini@dis.uniroma1.it) Daniele Nardi, Università di Roma ``La Sapienza'', Rome, Italy ( nardi@dis.uniroma1.it) Werner Nutt, Heriot-Watt University, Edinburgh, UK ( nutt@cee.hw.ac.uk) Dan Suciu, University of Washington, Seattle, USA ( suciu@cs.washington.edu)",,
45,92689,92726,1,http://ceur-ws.org/Vol-46/,ISDO '00,Multimodal Communication and Context in Embodied Agents,,"Proceedings of the AA*01 Workshop no. 7 on Multimodal Communication and Context in Embodied Agents, Montreal, May 29, 2001.",Multimodal Communication and Context in Embodied Agents 2001,"Catherine Pelachaud, Isabella Poggi",Catherine Pelachaud,2001/8/9,,2001/8/9 0:00,46,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-46.zip,ISDO '00,Multimodal Communication and Context in Embodied Agents,,,,,Catherine Pelachaud * Isabella Poggi #,,
46,92652,92687,1,http://ceur-ws.org/Vol-47/,ONTOL-2,Ontologies and Information Sharing,,"Proceedings of the IJCAI-01 Workshop on Ontologies and Information Sharing, Seattle, USA, August 4-5, 2001.",Ontologies and Information Sharing 2001,"A. Goméz-Pérez, M. Gruninger, H. Stuckenschmidt, M. Uschold",H. Stuckenschmidt,2001/8/16,,2001/8/16 0:00,47,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-47.zip,ONTOL-2,Ontologies and Information Sharing,,,,,"Proceedings of the IJCAI-01 Workshop on Ontologies and Information Sharing Seattle, USA, August 4-5, 2001",,
47,92615,92650,1,http://ceur-ws.org/Vol-48/,Onto-2001,ONTO-2001 - Ontologies Workshop,,"Proceedings of the ONTO-2001 Workshop on Ontologies Vienna, Austria, September 18, 2001.",ONTO-2001 - Ontologies Workshop,"Gerd Stumme, Alexander Maedche, Steffen Staab",Alexander Maedche,2001/8/27,,2001/8/27 0:00,48,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-48.zip,Onto-2001,ONTO-2001 - Ontologies Workshop,,,,,"Proceedings of the ONTO-2001 Workshop on Ontologies Vienna, Austria, September 18, 2001",,
48,92577,92613,1,http://ceur-ws.org/Vol-49/,DL-2001,DL-2001 2001 International Description Logics Workshop,,"Working Notes of the 2001 International Description Logics Workshop (DL-2001), Stanford, USA, August 1-3, 2001.",Description Logics 2001,"Carole Goble, Ralf Möller, Peter F. Patel-Schneider",Peter F. Patel-Schneider,2001/9/4,,2001/9/4 0:00,49,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-49.zip,CEUR Workshop Working Notes DL-2001,DL-2001 2001 International Description Logics Workshop,,,,http://dl.kr.og,"Working Notes of the 2001 International Description Logics Workshop (DL-2001) Stanford, USA, August 1-3",,
49,92539,92575,1,http://ceur-ws.org/Vol-50/,ASCW'01,ASCW '01 Agents Supported Cooperative Work,,"Proceedings of the Autonomous Agents'01 Workshop on Agents Supported Cooperative Work  (ASCW'01), Montreal, Canada, May 29, 2001.",Agents Supported Cooperative Work 2001,"Yiming Ye, Brian Lees",Yiming Ye,2001/9/10,,2001/9/10 0:00,50,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-50.zip,ASCW'01,ASCW '01 Agents Supported Cooperative Work,,,,,"Proceedings of the Autonomous Agents'01 Workshop on Agents Supported Cooperative Work Montreal, Canada, May 29, 2001",,
50,92500,92537,1,http://ceur-ws.org/Vol-51/,ISDO '00,Ontologies and texts,,"Proceedings of the EKAW'2000 Workshop on Ontologies and Texts, Juan-les-Pins, France, October 2, 2000.",Ontologies and Texts,"Nathalie Aussenac-Gilles, Brigitte Biebow, Sylvie Szulman",Nathalie Aussenac-Gilles,2001/9/25,,2001/9/25 0:00,51,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-51.zip,ISDO '00,Ontologies and texts,,,,,Proceedings of the EKAW'2000 Workshop on Ontologies and Texts,,
51,92462,92498,1,http://ceur-ws.org/Vol-52/,OAS '01,OAS'01 Ontologies in Agent Systems,,"Proceedings of the Workshop on Ontologies in Agent Systems, 5th International Conference on Autonomous Agents, Montreal, Canada, May 29, 2001.",Ontologies in Agent Systems 2001,"Stephen Cranefield, Tim Finin, Steve Willmott",Stephen Cranefield,2001/9/19,,2001/9/19 0:00,52,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-52.zip,OAS '01,OAS'01 Ontologies in Agent Systems,,,,,"Proceedings of the Workshop on Ontologies in Agent Systems, 5th International Conference on Autonomous Agents Montreal, Canada, May 29, 2001",,
52,92424,92460,1,http://ceur-ws.org/Vol-53/,Workshop Proceedings DL2002,Proceedings of the,,"Proceedings of the 2002 Intl. Workshop on Description Logics (DL2002), Toulouse, France, April 19-21, 2002.",Description Logics 2002,"Ian Horrocks, Sergio Tessaris",Sergio Tessaris,2002/4/2,,2002/4/2 0:00,53,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-53.zip,Workshop Proceedings DL2002,Proceedings of the,,,,,Invited Talks,,
53,92386,92422,1,http://ceur-ws.org/Vol-54/,KRDB'02,Proceedings of the,,"Proceedings of the 9th Intl. Workshop on Knowledge Representation meets Databases (KRDB'2002), Toulouse, France, April 21, 2002.",Knowledge Representation meets Databases 2002,"Alex Borgida, Diego Calvanese, Laurence Cholvy, Marie-Christine Rousset",Laurence Cholvy,2002/4/2,,2002/4/2 0:00,54,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-54.zip,KRDB'02,Proceedings of the,,,,,"Organizing Commitee: Alex Borgida, Rutgers University, USA Diego Calvanese, Universita di Roma, ITALY Laurence Cholvy, ONERA Centre de Toulouse, FRANCE Marie-Christine Rousset, University of Paris-Sud, Orsay, FRANCE",,
54,92346,92383,1,http://ceur-ws.org/Vol-55/,ISDO '00,Semantic Web Workshop 2002,,"Proceedings of the WWW2002 International Workshop on the Semantic Web, Hawaii, May 7, 2002.",Semantic Web Workshop 2002,"Martin Frank, Natasha Noy, Steffen Staab",Steffen Staab,2002/4/25,,2002/4/25 0:00,55,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-55.zip,ISDO '00,Semantic Web Workshop 2002,,,,,"Proceedings of the WWW2002 International Workshop on the Semantic Web Hawaii, May 7, 2002",,
55,92311,92344,1,http://ceur-ws.org/Vol-56/,WMBV'2002,Bildverarbeitung für die Medizin 2002,,Proceedings des Workshops vom 10. bis 12. März 2002 in Leipzig.,Bildverarbeitung für die Medizin 2002: Algorithmen - Systeme - Anwendungen,"Monika Meiler, Dietmar Saupe, Frithjof Kruggel, Heinz Handels, Thomas Lehmann",Thomas Lehmann,2002/5/1,,2002/5/1 0:00,56,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-56.zip,WMBV'2002,Bildverarbeitung für die Medizin 2002,,,,,Proceedings des Workshops vom 10. bis 12. März 2002 in Leipzig,,
56,92275,92309,1,http://ceur-ws.org/Vol-57/,ISDO '00,AOIS '02 AGENT-ORIENTED INFORMATION SYSTEMS,,"Proceedings of the Fourth International Bi-Conference Workshop on Agent-Oriented Information Systems AOIS'2002 at CAiSE*02, Toronto, Canada, May 27-28, 2002.",Agent-Oriented Information Systems at CAiSE 2002,"Paolo Giorgini, Yves Lespérance, Gerd Wagner, Eric Yu",Paolo Giorgini,2002/5/15,,2002/5/15 0:00,57,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-57.zip,ISDO '00,AOIS '02 AGENT-ORIENTED INFORMATION SYSTEMS,,,,,Proceedings of the Fourth International Bi-Conference Workshop on AGENT-ORIENTED INFORMATION SYSTEMS (AOIS-2002 at CAiSE*02),,
57,92238,92273,1,http://ceur-ws.org/Vol-58/,DMDW-2002,Design and Management of Data Warehouses 2002,,"Proceedings of the 4th Intl. Workshop DMDW'2002 at CAiSE*02, Toronto, Canada, May 27, 2002.",Design and Management of Data Warehouses 2002,Laks V.S. Lakshmanan,Laks V.S. Lakshmanan,2002/5/22,,2002/5/22 0:00,58,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-58.zip,DMDW-2002,Design and Management of Data Warehouses 2002,,,,,"Proceedings of the 4th Intl. Workshop DMDW'2002, Toronto, Canada, May 27, 2002",,
58,92200,92236,1,http://ceur-ws.org/Vol-59/,ISDO '00,AOIS '02 AGENT-ORIENTED INFORMATION SYSTEMS,,"Proceedings of the Fourth International Bi-Conference Workshop on Agent-Oriented Information Systems AOIS'2002 at AAMAS'02, Bologna, Italy, July 16, 2002.",Agent-Oriented Information Systems at AAMAS 2002,"Paolo Giorgini, Yves Lespérance, Gerd Wagner, Eric Yu",Paolo Giorgini,2002/6/6,,2002/6/6 0:00,59,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-59.zip,ISDO '00,AOIS '02 AGENT-ORIENTED INFORMATION SYSTEMS,,,,,Proceedings of the Fourth International Bi-Conference Workshop on AGENT-ORIENTED INFORMATION SYSTEMS (AOIS-2002 at AAMAS*02),,
59,92160,92198,1,http://ceur-ws.org/Vol-60/,RuleML 2002,RuleML 2002,,"Proceedings of the International Workshop on Rule Markup Languages for Business Rules on the Semantic Web, Sardinia, Italy, June 14, 2002.",Rule Markup Languages for Business Rules on the Semantic Web 2002,"Michael Schroeder, Gerd Wagner",Michael Schroeder,2002/7/16,,2002/7/16 0:00,60,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-60.zip,RuleML 2002,RuleML 2002,,,,,Proceedings of the International Workshop on Rule Markup Languages for Business Rules on the Semantic Web,,
60,92124,92158,1,http://ceur-ws.org/Vol-61/,ISMIS '02,"M-Services - Concepts, Approaches, and Tools",,"Proceedings 1st International Workshop on M-Services - Concepts, Approaches, and Tools, Lyon, France, June 26, 2002.",International Workshop on M-Services 2002,"Zakaria Maamar, Wathiq Mansoor, Willem-Jan van den Heuvel",Willem-Jan van den Heuvel,2002/8/23,,2002/8/23 0:00,61,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-61.zip,ISMIS '02,"M-Services - Concepts, Approaches, and Tools",,,,,Proceedings of the Workshop at ISMIS'02,,
61,92085,92122,1,http://ceur-ws.org/Vol-62/,EON2002,EON2002 Evaluation of Ontology-based Tools,,"Proceedings of the OntoWeb-SIG3 Workshop EON 2002 at EKAW 2002, Siguenza, Spain, September 30, 2002.",Evaluation of Ontology-based Tools 2002,"Jürgen Angele, York Sure",York Sure,2002/9/20,,2002/9/20 0:00,62,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-62.zip,EON2002,EON2002 Evaluation of Ontology-based Tools,,,,,"Proceedings of the OntoWeb-SIG3 Workshop at the 13th International Conference on Knowledge Engineering and Knowledge Management EKAW 2002 Siguenza (Spain), 30th September 2002",,
62,92050,92083,1,http://ceur-ws.org/Vol-63/,ADL'02,ADL 2002 2002 Workshop on Applications of Description Logics,,"Proceedings of the KI-2002 Workshop on Applications of Description Logics, Aachen, Germany, September 16, 2002.",Workshop on Applications of Description Logics 2002,"Günther Görz, Volker Haarslev, Carsten Lutz, Ralf Möller",Carsten Lutz,2002/10/28,,2002/10/28 0:00,63,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-63.zip,ADL'02,ADL 2002 2002 Workshop on Applications of Description Logics,,,,,"Proceedings of the KI-2002 Workshop on Applications of Description Logics Aachen, September 16, 2002",,
63,92013,92048,1,http://ceur-ws.org/Vol-64/,OSI'02,Ontologies and Semantic Interoperability,,"Proceedings of the ECAI-02 Workshop on Ontologies and Semantic Interoperability, Lyon, France, July 22, 2002.",Ontologies and Semantic Interoperability 2002,"Jerome Euzenat, Asuncion Gomez-Perez, Nicola Guarino, Heiner Stuckenschmidt",Heiner Stuckenschmidt,2002/11/4,,2002/11/4 0:00,64,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-64.zip,OSI'02,Ontologies and Semantic Interoperability,,,,,"Proceedings of the ECAI-02 Workshop on Ontologies and Semantic InteroperabilityLyon, July 22, 2002",,
64,91976,92011,1,http://ceur-ws.org/Vol-65/,PROMISE-2002,PROMISE 2002 Prozessorientierte Methoden und Werkzeuge für die Entwicklung von Informationssystemen,,"Proceedings of the Joint Annual Conference of the GI Special Interest Groups ""Petrinetze und verwandte Systemmodelle"" and EMISA, Potsdam, Germany, October 9-11, 2002.",PROMISE 2002,"Jörg Desel, Mathias Weske",Jörg Desel,2002/11/21,,2002/11/21 0:00,65,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-65.zip,PROMISE-2002,PROMISE 2002 Prozessorientierte Methoden und Werkzeuge für die Entwicklung von Informationssystemen,,,,,"Gemeinsames Fachgruppentreffen der GI-Fachgruppen ""Petrinetze und verwandte Systemmodelle"" und ""Entwicklungsmethoden für Informationssysteme und ihre Anwendung"" (EMISA) Workshop Homepage Hasso-Plattner-Institut für Softwaresystemtechnik an der Universität Potsdam, 9.-11. Oktober 2002",,
65,91940,91974,1,http://ceur-ws.org/Vol-66/,OAS '02,OAS'02 Ontologies in Agent Systems,,"Proceedings of the Workshop on Ontologies in Agent Systems, Bologna, Italy, 16 July 2002.",Ontologies in Agent Systems 2002,"Stephen Cranefield, Tim Finin, Steve Willmott",Stephen Cranefield,2003/1/13,,2003/1/13 0:00,66,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-66.zip,OAS '02,OAS'02 Ontologies in Agent Systems,,,,,"Proceedings of the Workshop on Ontologies in Agent Systems, 1st International Joint Conference on Autonomous Agents and Multi-Agent Systems Bologna, Italy, 16 July 2002",,
66,91904,91952,1,http://ceur-ws.org/Vol-67/,GWEM 2003,GWEM 2003 German Workshop on Experience Management,,"Proceedings of the German Workshop on Experience Management (GWEM 2003), Luzern, April 2-4, 2003.",Ontologies in Agent Systems 2002,"Markus Nick, Klaus-Dieter Althoff",Markus Nick,2003/3/26,,2003/3/26 0:00,67,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-67.zip,GWEM 2003,GWEM 2003 German Workshop on Experience Management,,,,,"Proceedings of the Workshop on Experience Management Luzern, April 2-4, 2003",,
67,91868,91916,1,http://ceur-ws.org/Vol-68/,WOW2003,WOW2003 Workshop Ontologie-basiertes Wissensmanagement,,"Proceedings of the Workshop Ontologie-basiertes Wissensmanagement (WOW 2003), Luzern, April 2-4, 2003.",German Workshop on Experience Management 2003,"York Sure, Hans-Peter Schnurr",York Sure,2003/4/28,,2003/4/28 0:00,68,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-68.zip,WOW2003,WOW2003 Workshop Ontologie-basiertes Wissensmanagement,,,,,"Proceedings Workshop Ontologie-basiertes Wissensmanagement Luzern, 2.-4. April, 2003",,
68,91833,91881,1,http://ceur-ws.org/Vol-69/,AWRE02,AWRE02 The Seventh Australian Workshop on Requirements Engineering,,"Proceedings Seventh Australian Workshop on Requirements Engineering (AWRE02), Melbourne, December 2-3, 2002.",Workshop Ontologie-basiertes Wissensmanagement 2003,"J.L. Cybulski, L. Nguyen, J. Lamp, R. Smith",John Lamp,2003/5/2,,2003/5/2 0:00,69,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-69.zip,AWRE02,AWRE02 The Seventh Australian Workshop on Requirements Engineering,,,,,"Proceedings of the Seventh Australian Workshop on Requirements Engineering Melbourne, December 2-3, 2002",,
69,91800,91845,1,http://ceur-ws.org/Vol-70/,PGLDB'2003,PGLDB'2003 I PGL DataBase Research Conference,,"Proceedings of the I PGL Database Research Conference (PGLDB 2003), Rio de Janeiro, Brazil, April 10-11, 2003.",Australian Workshop on Requirements Engineering 2002,"Rubens N. Melo, Diva de Souza e Silva, Sean W. M. Siqueira",Sean W. M. Siqueira,2003/5/16,,2003/5/16 0:00,70,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-70.zip,PGLDB'2003,PGLDB'2003 I PGL DataBase Research Conference,,,,,"Proceedings of the I PGL Database Research Conference Rio de Janeiro, Brazil, April 10-11, 2003",,
70,91763,91810,1,http://ceur-ws.org/Vol-71/,ODS-2003,ODS 2003,,"Proceedings of the IJCAI-03 Workshop on Ontologies and Distributed Systems (ODS 2003), Acapulco, Mexico, August 9, 2003.",PGL Database Research Conference 2003,"Fausto Giunchiglia, Asucion Gomez-Perez,",Heiner Stuckenschmidt,2003/6/2,,2003/6/2 0:00,71,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-71.zip,ODS-2003,ODS 2003,,,,,"Proceedings of the IJCAI-03 Workshop on Ontologies and Distributed Systems Acapulco, August 9th, 2003",,
71,91725,91773,1,http://ceur-ws.org/Vol-72/,International Conference on Systems Thinking in Management 2000,ICSTM2000 International Conference on Systems Thinking in Management,,"Proceedings of the International Conference on Systems Thinking in Management (ICSTM 2000), Geelong, Australia, November 8-10, 2000.",Ontologies and Distributed Systems 2003,"Graeme Altmann, John Lamp, Peter Love,",John Lamp,2003/8/11,,2003/8/11 0:00,72,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-72.zip,International Conference on Systems Thinking in Management 2000,ICSTM2000 International Conference on Systems Thinking in Management,,,,,"Proceedings of ICSTM2000: International Conference on Systems Thinking in Management Geelong, November 8-10, 2000",,
72,91686,91738,1,http://ceur-ws.org/Vol-73/,OAS '03,OAS'03 Ontologies in Agent Systems,,"Proceedings of the Workshop on Ontologies in Agent Systems (OAS 2003) at the 2nd International Joint Conference on Autonomous Agents and Multi-Agent Systems, Melbourne, Australia, July 15, 2003.",International Conference on Systems Thinking in Management 2000,"Stephen Cranefield, Tim Finin,",Stephen Cranefield,2003/8/11,,2003/8/11 0:00,73,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-73.zip,OAS '03,OAS'03 Ontologies in Agent Systems,,,,,"Proceedings of the Workshop on Ontologies in Agent Systems, 2nd International Joint Conference on Autonomous Agents and Multi-Agent Systems Melbourne, Australia, 15 July 2003",,
73,91648,91699,1,http://ceur-ws.org/Vol-74/,CAiSE '03,CAiSE '03 Forum,,"CAiSE'03 Short Paper Proceedings, Klagenfurt/Velden, Austria, June 16-20, 2003.",Ontologies in Agent Systems 2003,"Johann Eder, Tatjana Welzer",Marek Lehmann,2003/8/11,,2003/8/11 0:00,74,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-74.zip,CAiSE Forum '03 Short Papers,CAiSE '03 Forum,,,,http://www.ifi.uni-klu.ac.at/caise03,Conference Organization,,
74,91611,91662,1,http://ceur-ws.org/Vol-75/,CAiSE '03,CAiSE '03 Workshops Proceedings,,"CAiSE'03 Workshop Proceedings, Klagenfurt/Velden, Austria, June 16-20, 2003.",CAiSE Forum 2003,"Johann Eder, Roland Mittermeir, Barbara Pernici",Marek Lehmann,2003/8/11,,2003/8/11 0:00,75,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-75.zip,CAiSE '03 Workshops,CAiSE '03 Workshops Proceedings,,,,http://www.ifi.uni-klu.ac.at/caise03,"Johann Eder, Universität Klagenfurt, Austria Roland Mittermeir, Universität Klagenfurt, Austria Barbara Pernici, Politecnico di Milano, Italy",,
75,91574,91625,1,http://ceur-ws.org/Vol-76/,VLDB 2003 PhD Workshop,VLDB 2003 PhD Workshop,,"Proceedings of the VLDB2003 PhD Workshop, co-located with 29th Intl. Conf. VLDB 2003, Berlin, Germany, September, 12-13, 2003.",CAiSE Workshop Proceedings 2003,"Marc H. Scholl, Torsten Grust",Torsten Grust,2003/8/18,,2003/8/18 0:00,76,,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-76.zip,VLDB 2003 PhD Workshop,VLDB 2003 PhD Workshop,,,,,"Proceedings of the VLDB 2003 PhD Workshop. Co-located with the 29th International Conference on Very Large Data Bases (VLDB 2003). Berlin, September 12-13, 2003",,
