Column1,vol_url,vol_number,volname,acronym,coloc_conf,ceur_long_title,voltitle,h1,tdtitle,title,loctime,workshop,workshopLabel,ref_url,ShortName,countryLabel,cityLabel,StartTime,EndTime,ProceedingsTitle,Vol_Number.1,Year,dblp_url
39,http://ceur-ws.org/Vol-40/,40,Semantic Web Workshop 2001,Semantic Web Workshop 2001,,"Proceedings of the Second International Workshop on the Semantic Web - SemWeb'2001 Hongkong, China, May 1, 2001",,Semantic Web Workshop 2001,"Proceedings 2nd Intl. Workshop on the Semantic Web (SemWeb'2001), Hong Kong, China, May 1, 2001.",Semantic Web Workshop 2001,,,,,,,,,,,,,
40,http://ceur-ws.org/Vol-41/,41,Conceptual Structures: Extracting and Representing Semantics,,ICCS'01,,,?,"Proceedings 9th Intl. Conference on Conceptual Structures (ICCS'01), Stanford, Calif., USA, July 30 to August 3, 2001.",,,,,,,,,,,,,,
41,http://ceur-ws.org/Vol-42/,42,"Concept Lattices-based Theory, Methods and Tools for Knowledge Discovery in Databases",CLKDD '01,,"Proceedings of the CLKDD*01 Workshop on Concept Lattices-based Theory, Methods and Tools for Knowledge Discovery in Databases Stanford, July 30, 2001",,"CLKDD'01 Concept Lattices-based Theory, Methods and Tools for Knowledge Discovery in Databases","Proceedings of the CLKDD*01 Workshop on Concept Lattices-based Theory, Methods and Tools for Knowledge Discovery in Databases, Stanford, Calif., USA, July 30, 2001.","CLKDD'01 Concept Lattices-based Theory, Methods and Tools for Knowledge Discovery in Databases",,http://www.wikidata.org/entity/Q113673837,"CLKDD'01 Concept Lattices-based Theory, Methods and Tools for Knowledge Discovery in Databases",http://ceur-ws.org/Vol-42/,CLKDD '01,United States of America,Stanford,2001/7/30 2:00,2001/7/30 2:00,,,,
42,http://ceur-ws.org/Vol-43/,43,Multimedia Data and Document Engineering 2001,MDDE'01,,"Proceedings of the First International Workshop on Multimedia Data and Document Engineering Lyon, France, July 4 2001",,MDDE'01 Multimedia Data and Document Engineering,"Proceedings of the First International Workshop on Multimedia Data and Document Engineering, Lyon, France, July 4, 2001.",MDDE'01 Multimedia Data and Document Engineering,,http://www.wikidata.org/entity/Q113673839,MDDE'01 Multimedia Data and Document Engineering,http://ceur-ws.org/Vol-43/,MDDE'01,France,Lyon,2001/7/4 2:00,2001/7/4 2:00,,,,
43,http://ceur-ws.org/Vol-44/,44,Workshop on Applications of Description Logics 2001,ADL-01,KI-2001,"Proceedings of the KI-2001 Workshop on Applications of Description Logics Vienna, September 18, 2001",,ADL-2001 2001 Workshop on Applications of Description Logics,"Proceedings of the KI-2001 Workshop on Applications of Description Logics, Vienna, Austria, September 18, 2001.",ADL-2001 2001 Workshop on Applications of Description Logics,,http://www.wikidata.org/entity/Q113673840,ADL-2001 2001 Workshop on Applications of Description Logics,http://ceur-ws.org/Vol-44/,ADL-01,Austria,Vienna,2001/9/18 2:00,2001/9/18 2:00,,,,
44,http://ceur-ws.org/Vol-45/,45,Knowledge Representation meets Databases 2001,KRDB'01,,"Edited by: Maurizio Lenzerini, Università di Roma ``La Sapienza'', Rome, Italy ( lenzerini@dis.uniroma1.it) Daniele Nardi, Università di Roma ``La Sapienza'', Rome, Italy ( nardi@dis.uniroma1.it) Werner Nutt, Heriot-Watt University, Edinburgh, UK ( nutt@cee.hw.ac.uk) Dan Suciu, University of Washington, Seattle, USA ( suciu@cs.washington.edu)",,Proceedings of the,"Proceedings of the 8th Intl. Workshop on Knowledge Representation meets Databases (KRDB'2001), Rome, Italy, September 15, 2001.",Proceedings of the,,http://www.wikidata.org/entity/Q113673842,8th International Workshop on Knowledge Representation meets Databases (KRDB2001),http://ceur-ws.org/Vol-45/,KRDB 2001,Italy,Rome,2001/9/15 2:00,2001/9/15 2:00,"Proceedings of the 8th International Workshop on Knowledge Representation meets Databases (KRDB 2001), Rome, Italy, September 15, 2001.",45,2001,https://dblp.org/db/conf/krdb/krdb2001.html
45,http://ceur-ws.org/Vol-46/,46,Multimodal Communication and Context in Embodied Agents 2001,ISDO '00,,Catherine Pelachaud * Isabella Poggi #,,Multimodal Communication and Context in Embodied Agents,"Proceedings of the AA*01 Workshop no. 7 on Multimodal Communication and Context in Embodied Agents, Montreal, May 29, 2001.",Multimodal Communication and Context in Embodied Agents,,http://www.wikidata.org/entity/Q113673843,Multimodal Communication and Context in Embodied Agents,http://ceur-ws.org/Vol-46/,ISDO '00,Canada,Montreal,2001/5/29 2:00,2001/5/29 2:00,,,,
46,http://ceur-ws.org/Vol-47/,47,Ontologies and Information Sharing 2001,ONTOL-2,IJCAI-01,"Proceedings of the IJCAI-01 Workshop on Ontologies and Information Sharing Seattle, USA, August 4-5, 2001",,Ontologies and Information Sharing,"Proceedings of the IJCAI-01 Workshop on Ontologies and Information Sharing, Seattle, USA, August 4-5, 2001.",Ontologies and Information Sharing,,http://www.wikidata.org/entity/Q113673844,Ontologies and Information Sharing,http://ceur-ws.org/Vol-47/,ONTOL-2,United States of America,Seattle,2001/8/4 2:00,2001/8/5 2:00,"Proceedings of the IJCAI-01 Workshop on Ontologies and Information Sharing Seattle, USA, August 4-5, 2001.",47,2001,https://dblp.org/db/conf/ijcai/ois2001.html
47,http://ceur-ws.org/Vol-48/,48,ONTO-2001 - Ontologies Workshop,Onto-2001,,"Proceedings of the ONTO-2001 Workshop on Ontologies Vienna, Austria, September 18, 2001",,ONTO-2001 - Ontologies Workshop,"Proceedings of the ONTO-2001 Workshop on Ontologies Vienna, Austria, September 18, 2001.",ONTO-2001 - Ontologies Workshop,,http://www.wikidata.org/entity/Q113673845,ONTO-2001 - Ontologies Workshop,http://ceur-ws.org/Vol-48/,Onto-2001,Austria,Vienna,2001/9/18 2:00,2001/9/18 2:00,,,,
48,http://ceur-ws.org/Vol-49/,49,Description Logics 2001,DL-2001,,"Working Notes of the 2001 International Description Logics Workshop (DL-2001) Stanford, USA, August 1-3",,DL-2001 2001 International Description Logics Workshop,"Working Notes of the 2001 International Description Logics Workshop (DL-2001), Stanford, USA, August 1-3, 2001.",DL-2001 2001 International Description Logics Workshop,,http://www.wikidata.org/entity/Q113673847,DL-2001 2001 International Description Logics Workshop,http://ceur-ws.org/Vol-49/,CEUR Workshop Working Notes DL-2001,United States of America,Stanford,2001/8/1 2:00,2001/8/3 2:00,"Working Notes of the 2001 International Description Logics Workshop (DL-2001), Stanford, CA, USA, August 1-3, 2001.",49,2001,https://dblp.org/db/conf/dlog/dlog2001.html
49,http://ceur-ws.org/Vol-50/,50,Agents Supported Cooperative Work 2001,ASCW'01,,"Proceedings of the Autonomous Agents'01 Workshop on Agents Supported Cooperative Work Montreal, Canada, May 29, 2001",,ASCW '01 Agents Supported Cooperative Work,"Proceedings of the Autonomous Agents'01 Workshop on Agents Supported Cooperative Work  (ASCW'01), Montreal, Canada, May 29, 2001.",ASCW '01 Agents Supported Cooperative Work,,http://www.wikidata.org/entity/Q113673682,ASCW '01 Agents Supported Cooperative Work,http://ceur-ws.org/Vol-50/,ASCW'01,Canada,Montreal,2001/5/29 2:00,2001/5/29 2:00,,,,
50,http://ceur-ws.org/Vol-51/,51,Ontologies and Texts,ISDO '00,EKAW 2000,Proceedings of the EKAW'2000 Workshop on Ontologies and Texts,,Ontologies and texts,"Proceedings of the EKAW'2000 Workshop on Ontologies and Texts, Juan-les-Pins, France, October 2, 2000.",Ontologies and texts,,http://www.wikidata.org/entity/Q113673683,Ontologies and texts,http://ceur-ws.org/Vol-51/,ISDO '00,France,Juan-les-Pins,2000/10/2 2:00,2000/10/2 2:00,,,,
51,http://ceur-ws.org/Vol-52/,52,Ontologies in Agent Systems 2001,OAS '01,5th International Conference on Autonomous Agents,"Proceedings of the Workshop on Ontologies in Agent Systems, 5th International Conference on Autonomous Agents Montreal, Canada, May 29, 2001",,OAS'01 Ontologies in Agent Systems,"Proceedings of the Workshop on Ontologies in Agent Systems, 5th International Conference on Autonomous Agents, Montreal, Canada, May 29, 2001.",OAS'01 Ontologies in Agent Systems,,http://www.wikidata.org/entity/Q113673686,OAS'01 Ontologies in Agent Systems,http://ceur-ws.org/Vol-52/,OAS '01,Canada,Montreal,2001/5/29 2:00,2001/5/29 2:00,,,,
52,http://ceur-ws.org/Vol-53/,53,Description Logics 2002,Workshop Proceedings DL2002,,Invited Talks,,Proceedings of the,"Proceedings of the 2002 Intl. Workshop on Description Logics (DL2002), Toulouse, France, April 19-21, 2002.",Proceedings of the,,http://www.wikidata.org/entity/Q113673687,Q113673687,http://ceur-ws.org/Vol-53/,Workshop Proceedings DL2002,France,Toulouse,2002/4/19 2:00,2002/4/21 2:00,"Proceedings of the 2002 International Workshop on Description Logics (DL2002), Toulouse, France, April 19-21, 2002.",53,2002,https://dblp.org/db/conf/dlog/dlog2002.html
53,http://ceur-ws.org/Vol-54/,54,Knowledge Representation meets Databases 2002,KRDB'02,,"Organizing Commitee: Alex Borgida, Rutgers University, USA Diego Calvanese, Universita di Roma, ITALY Laurence Cholvy, ONERA Centre de Toulouse, FRANCE Marie-Christine Rousset, University of Paris-Sud, Orsay, FRANCE",,Proceedings of the,"Proceedings of the 9th Intl. Workshop on Knowledge Representation meets Databases (KRDB'2002), Toulouse, France, April 21, 2002.",Proceedings of the,,http://www.wikidata.org/entity/Q113673689,Q113673689,http://ceur-ws.org/Vol-54/,KRDB'02,France,Toulouse,2002/4/21 2:00,2002/4/21 2:00,"Proceedings of the 9th International Workshop on Knowledge Representation meets Databases (KRDB 2002), Toulouse France, April 21, 2002.",54,2002,https://dblp.org/db/conf/krdb/krdb2002.html
54,http://ceur-ws.org/Vol-55/,55,Semantic Web Workshop 2002,ISDO '00,WWW2002,"Proceedings of the WWW2002 International Workshop on the Semantic Web Hawaii, May 7, 2002",,Semantic Web Workshop 2002,"Proceedings of the WWW2002 International Workshop on the Semantic Web, Hawaii, May 7, 2002.",Semantic Web Workshop 2002,,,,,,,,,,"Proceedings of the WWW2002 International Workshop on the Semantic Web, Hawaii, May 7, 2002.",55,2002,https://dblp.org/db/conf/sww/sww2002.html
55,http://ceur-ws.org/Vol-56/,56,Bildverarbeitung für die Medizin 2002: Algorithmen - Systeme - Anwendungen,WMBV'2002,,Proceedings des Workshops vom 10. bis 12. März 2002 in Leipzig,,Bildverarbeitung für die Medizin 2002,Proceedings des Workshops vom 10. bis 12. März 2002 in Leipzig.,Bildverarbeitung für die Medizin 2002,,http://www.wikidata.org/entity/Q113673690,Bildverarbeitung für die Medizin 2002,http://ceur-ws.org/Vol-56/,WMBV'2002,Germany,Leipzig,2002/3/10 1:00,2002/3/12 1:00,"Bildverarbeitung für die Medizin 2002: Algorithmen, Systeme, Anwendungen, Workshop Proceedings, Leipzig, Germany, March 10-12, 2002.",56,2002,https://dblp.org/db/conf/bildmed/bildmed2002.html
56,http://ceur-ws.org/Vol-57/,57,Agent-Oriented Information Systems at CAiSE 2002,ISDO '00,CAiSE*02,Proceedings of the Fourth International Bi-Conference Workshop on AGENT-ORIENTED INFORMATION SYSTEMS (AOIS-2002 at CAiSE*02),,AOIS '02 AGENT-ORIENTED INFORMATION SYSTEMS,"Proceedings of the Fourth International Bi-Conference Workshop on Agent-Oriented Information Systems AOIS'2002 at CAiSE*02, Toronto, Canada, May 27-28, 2002.",AOIS '02 AGENT-ORIENTED INFORMATION SYSTEMS,,http://www.wikidata.org/entity/Q113673691,Fourth International Bi-Conference Workshop on AGENT-ORIENTED INFORMATION SYSTEMS (AOIS-2002 at CAiSE*02),http://ceur-ws.org/Vol-57/,AOIS-2002 at CAiSE*02,Canada,Toronto,2002/5/27 2:00,2002/5/28 2:00,"AOIS '02, Agent-Oriented Information Systems, Proceedings of the Fourth International Bi-Conference Workshop on Agent-Oriented Information Systems (AOIS-2002 at CAiSE*02).",57,2002,https://dblp.org/db/conf/aois/aois2002-1.html
57,http://ceur-ws.org/Vol-58/,58,Design and Management of Data Warehouses 2002,DMDW-2002,CAiSE,"Proceedings of the 4th Intl. Workshop DMDW'2002, Toronto, Canada, May 27, 2002",,Design and Management of Data Warehouses 2002,"Proceedings of the 4th Intl. Workshop DMDW'2002 at CAiSE*02, Toronto, Canada, May 27, 2002.",Design and Management of Data Warehouses 2002,,,,,,,,,,"Design and Management of Data Warehouses 2002, Proceedings of the 4th Intl. Workshop DMDW'2002, Toronto, Canada, May 27, 2002.",58,2002,https://dblp.org/db/conf/dmdw/dmdw2002.html
58,http://ceur-ws.org/Vol-59/,59,Agent-Oriented Information Systems at AAMAS 2002,ISDO '00,AAMAS*02,Proceedings of the Fourth International Bi-Conference Workshop on AGENT-ORIENTED INFORMATION SYSTEMS (AOIS-2002 at AAMAS*02),,AOIS '02 AGENT-ORIENTED INFORMATION SYSTEMS,"Proceedings of the Fourth International Bi-Conference Workshop on Agent-Oriented Information Systems AOIS'2002 at AAMAS'02, Bologna, Italy, July 16, 2002.",AOIS '02 AGENT-ORIENTED INFORMATION SYSTEMS,,,,,,,,,,"AOIS '02, Agent-Oriented Information Systems, Proceedings of the Fourth International Bi-Conference Workshop on Agent-Oriented Information Systems (AOIS-2002 at AAMAS*02).",59,2002,https://dblp.org/db/conf/aois/aois2002-2.html
59,http://ceur-ws.org/Vol-60/,60,Rule Markup Languages for Business Rules on the Semantic Web 2002,RuleML 2002,ISWC 2002,Proceedings of the International Workshop on Rule Markup Languages for Business Rules on the Semantic Web,,RuleML 2002,"Proceedings of the International Workshop on Rule Markup Languages for Business Rules on the Semantic Web, Sardinia, Italy, June 14, 2002.",RuleML 2002,,http://www.wikidata.org/entity/Q113673694,RuleML 2002,http://ceur-ws.org/Vol-60/,RuleML 2002,Italy,Chia,2002/6/14 2:00,2002/6/14 2:00,"RuleML 2002, Proceedings of the International Workshop on Rule Markup Languages for Business Rules on the Semantic Web, 14 June 2002, Sardinia, Italy (In conjunction with the First International Semantic Web Conference ISWC2002 and hosted by SIG2 of the OntoWeb Network.",60,2002,https://dblp.org/db/conf/rml/rml2002.html
60,http://ceur-ws.org/Vol-61/,61,International Workshop on M-Services 2002,ISMIS '02,ISMIS'02,Proceedings of the Workshop at ISMIS'02,,"M-Services - Concepts, Approaches, and Tools","Proceedings 1st International Workshop on M-Services - Concepts, Approaches, and Tools, Lyon, France, June 26, 2002.","M-Services - Concepts, Approaches, and Tools",,http://www.wikidata.org/entity/Q113673695,"M-Services - Concepts, Approaches, and Tools",http://ceur-ws.org/Vol-61/,ISMIS '02,France,Lyon,2002/6/26 2:00,2002/6/26 2:00,"First International Workshop on M-Services - Concepts, Approaches, and Tools, Proceedings of the Workshop at ISMIS'02, Lyon, France, June 26, 2002.",61,2002,https://dblp.org/db/conf/mservices/mservices2002.html
61,http://ceur-ws.org/Vol-62/,62,Evaluation of Ontology-based Tools 2002,EON2002,EKAW 2002,"Proceedings of the OntoWeb-SIG3 Workshop at the 13th International Conference on Knowledge Engineering and Knowledge Management EKAW 2002 Siguenza (Spain), 30th September 2002",,EON2002 Evaluation of Ontology-based Tools,"Proceedings of the OntoWeb-SIG3 Workshop EON 2002 at EKAW 2002, Siguenza, Spain, September 30, 2002.",EON2002 Evaluation of Ontology-based Tools,,http://www.wikidata.org/entity/Q113673696,EON2002 Evaluation of Ontology-based Tools,http://ceur-ws.org/Vol-62/,EON2002,Spain,Sigüenza,2002/9/30 2:00,2002/9/30 2:00,"EON2002, Proceedings of the OntoWeb-SIG3 Workshop at the 13th International Conference on Knowledge Engineering and Knowledge Management EKAW 2002, Siguenza (Spain), 30th September 2002.",62,2002,https://dblp.org/db/conf/eon/eon2002.html
62,http://ceur-ws.org/Vol-63/,63,Workshop on Applications of Description Logics 2002,ADL'02,KI-2002,"Proceedings of the KI-2002 Workshop on Applications of Description Logics Aachen, September 16, 2002",,ADL 2002 2002 Workshop on Applications of Description Logics,"Proceedings of the KI-2002 Workshop on Applications of Description Logics, Aachen, Germany, September 16, 2002.",ADL 2002 2002 Workshop on Applications of Description Logics,,http://www.wikidata.org/entity/Q113673697,ADL 2002 2002 Workshop on Applications of Description Logics,http://ceur-ws.org/Vol-63/,ADL'02,Germany,Aachen,2002/9/16 2:00,2002/9/16 2:00,,,,
63,http://ceur-ws.org/Vol-64/,64,Ontologies and Semantic Interoperability 2002,OSI'02,ECAI-02,"Proceedings of the ECAI-02 Workshop on Ontologies and Semantic InteroperabilityLyon, July 22, 2002",,Ontologies and Semantic Interoperability,"Proceedings of the ECAI-02 Workshop on Ontologies and Semantic Interoperability, Lyon, France, July 22, 2002.",Ontologies and Semantic Interoperability,,http://www.wikidata.org/entity/Q113673698,Ontologies and Semantic Interoperability,http://ceur-ws.org/Vol-64/,OSI'02,France,Lyon,2002/7/22 2:00,2002/7/22 2:00,,,,
64,http://ceur-ws.org/Vol-65/,65,PROMISE 2002,PROMISE-2002,Joint conference,"Gemeinsames Fachgruppentreffen der GI-Fachgruppen ""Petrinetze und verwandte Systemmodelle"" und ""Entwicklungsmethoden für Informationssysteme und ihre Anwendung"" (EMISA) Workshop Homepage Hasso-Plattner-Institut für Softwaresystemtechnik an der Universität Potsdam, 9.-11. Oktober 2002",,PROMISE 2002 Prozessorientierte Methoden und Werkzeuge für die Entwicklung von Informationssystemen,"Proceedings of the Joint Annual Conference of the GI Special Interest Groups ""Petrinetze und verwandte Systemmodelle"" and EMISA, Potsdam, Germany, October 9-11, 2002.",PROMISE 2002 Prozessorientierte Methoden und Werkzeuge für die Entwicklung von Informationssystemen,,http://www.wikidata.org/entity/Q113673699,PROMISE 2002 Prozessorientierte Methoden und Werkzeuge für die Entwicklung von Informationssystemen,http://ceur-ws.org/Vol-65/,PROMISE-2002,Germany,Potsdam,2002/10/9 2:00,2002/10/11 2:00,,,,
65,http://ceur-ws.org/Vol-66/,66,Ontologies in Agent Systems 2002,OAS '02,1st International Joint Conference on Autonomous Agents and Multi-Agent Systems,"Proceedings of the Workshop on Ontologies in Agent Systems, 1st International Joint Conference on Autonomous Agents and Multi-Agent Systems Bologna, Italy, 16 July 2002",,OAS'02 Ontologies in Agent Systems,"Proceedings of the Workshop on Ontologies in Agent Systems, Bologna, Italy, 16 July 2002.",OAS'02 Ontologies in Agent Systems,,http://www.wikidata.org/entity/Q113673701,OAS'02 Ontologies in Agent Systems,http://ceur-ws.org/Vol-66/,OAS '02,Italy,Bologna,2002/7/16 2:00,2002/7/16 2:00,,,,
66,http://ceur-ws.org/Vol-67/,67,Ontologies in Agent Systems 2002,GWEM 2003,,"Proceedings of the Workshop on Experience Management Luzern, April 2-4, 2003",,GWEM 2003 German Workshop on Experience Management,"Proceedings of the German Workshop on Experience Management (GWEM 2003), Luzern, April 2-4, 2003.",GWEM 2003 German Workshop on Experience Management,,http://www.wikidata.org/entity/Q113673703,GWEM 2003 German Workshop on Experience Management,http://ceur-ws.org/Vol-67/,GWEM 2003,Switzerland,Lucerne,2003/4/2 2:00,2003/4/4 2:00,,,,
